title,link,text,clean_text,word_count,topic
Ehrlichia chaffeensis replication sites in adult Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3558598/,Ehrlichia chaffeensis replication sites in adult Drosophila melanogaster.,Ehrlichia chaffeensis replication sites in adult Drosophila melanogaster.,7,6
Development and characterization of two porcine monocyte-derived macrophage cell lines.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11046949/,Development and characterization of two porcine monocyte-derived macrophage cell lines.,Development and characterization of two porcine monocyte-derived macrophage cell lines.,8,2
Understanding macrophage differentiation during space flight: The importance of ground-based experiments before space flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3890248/,Understanding macrophage differentiation during space flight: The importance of ground-based experiments before space flight,Understanding macrophage differentiation during space flight: The importance of ground-based experiments before space flight,10,2
Bone marrow leptin signaling mediates obesity-associated adipose tissue inflammation in male mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3868799/,Bone marrow leptin signaling mediates obesity-associated adipose tissue inflammation in male mice.,Bone marrow leptin signaling mediates obesity-associated adipose tissue inflammation in male mice.,11,3
Establishment and characterization of DB-1: a leptin receptor-deficient murine macrophage cell line,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4960141/,Establishment and characterization of DB-1: a leptin receptor-deficient murine macrophage cell line,Establishment and characterization of DB-1: a leptin receptor-deficient murine macrophage cell line,8,3
Validation of methods to assess the immunoglobulin gene repertoire in tissues obtained from mice on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5736159/,Validation of methods to assess the immunoglobulin gene repertoire in tissues obtained from mice on the International Space Station.,Validation of methods to assess the immunoglobulin gene repertoire in tissues obtained from mice on the International Space Station.,12,2
Characterization of the naive murine antibody repertoire using unamplified high-throughput sequencing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5761896/,Characterization of the naive murine antibody repertoire using unamplified high-throughput sequencing,Characterization of the naive murine antibody repertoire using unamplified high-throughput sequencing,9,-1
Effects of spaceflight on the immunoglobulin repertoire of unimmunized C57BL/6 mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5826609/,Effects of spaceflight on the immunoglobulin repertoire of unimmunized C57BL/6 mice,Effects of spaceflight on the immunoglobulin repertoire of unimmunized C57BL/6 mice,7,2
A comparison of unamplified and massively multiplexed PCR amplification for murine antibody repertoire sequencing.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6366624/,A comparison of unamplified and massively multiplexed PCR amplification for murine antibody repertoire sequencing.,A comparison of unamplified and massively multiplexed PCR amplification for murine antibody repertoire sequencing.,10,-1
Effects of skeletal unloading on the antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/,Effects of skeletal unloading on the antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,Effects of skeletal unloading on the antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,12,-1
Effects of skeletal unloading on the antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/,Effects of skeletal unloading on the antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,Effects of skeletal unloading on the antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,12,-1
Effects of skeletal unloading on the bone marrow antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/,Effects of skeletal unloading on the bone marrow antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,Effects of skeletal unloading on the bone marrow antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,14,-1
Effects of skeletal unloading on the bone marrow antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11929063/,Effects of skeletal unloading on the bone marrow antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,Effects of skeletal unloading on the bone marrow antibody repertoire of tetanus toxoid and/or CpG treated C57BL/6J mice.,14,-1
An Analysis of the Effects of Spaceflight and Vaccination on Antibody Repertoire Diversity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10996920/,An Analysis of the Effects of Spaceflight and Vaccination on Antibody Repertoire Diversity,An Analysis of the Effects of Spaceflight and Vaccination on Antibody Repertoire Diversity,7,2
Effects of spaceflight aboard the International Space Station on mouse estrous cycle and ovarian gene expression,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7954810/,Effects of spaceflight aboard the International Space Station on mouse estrous cycle and ovarian gene expression,Effects of spaceflight aboard the International Space Station on mouse estrous cycle and ovarian gene expression,12,2
Effect of spaceflight on Pseudomonas aeruginosa final cell density is modulated by nutrient and oxygen availability.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4228280/,Effect of spaceflight on Pseudomonas aeruginosa final cell density is modulated by nutrient and oxygen availability.,Effect of spaceflight on Pseudomonas aeruginosa final cell density is modulated by nutrient and oxygen availability.,11,0
Spaceflight promotes biofilm formation by Pseudomonas aeruginosa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3639165/,Spaceflight promotes biofilm formation by Pseudomonas aeruginosa.,Spaceflight promotes biofilm formation by Pseudomonas aeruginosa.,6,0
GeneLab: Omics database for spaceflight experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,GeneLab: Omics database for spaceflight experiments,GeneLab: Omics database for spaceflight experiments,5,5
GeneLab: Omics database for spaceflight experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,GeneLab: Omics database for spaceflight experiments,GeneLab: Omics database for spaceflight experiments,5,5
NASA GeneLab: Interfaces for the exploration of space omics data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7778922/,NASA GeneLab: Interfaces for the exploration of space omics data,NASA GeneLab: Interfaces for the exploration of space omics data,7,5
Comprehensive multi-omics analysis reveals mitochondrial stress as a central biological hub for spaceflight impact,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7870178/,Comprehensive multi-omics analysis reveals mitochondrial stress as a central biological hub for spaceflight impact,Comprehensive multi-omics analysis reveals mitochondrial stress as a central biological hub for spaceflight impact,11,2
A New Era for Space Life Science: International Standards for Space Omics Processing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733874/,A New Era for Space Life Science: International Standards for Space Omics Processing,A New Era for Space Life Science: International Standards for Space Omics Processing,10,5
Knowledge Network Embedding of Transcriptomic Data from Spaceflown Mice Uncovers Signs and Symptoms Associated with Terrestrial Diseases,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7828077/,Knowledge Network Embedding of Transcriptomic Data from Spaceflown Mice Uncovers Signs and Symptoms Associated with Terrestrial Diseases,Knowledge Network Embedding of Transcriptomic Data from Spaceflown Mice Uncovers Signs and Symptoms Associated with Terrestrial Diseases,13,2
NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,10,1
NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/,NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,10,1
Spatially resolved multiomics on the neuronal effects induced by spaceflight in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166911/,Spatially resolved multiomics on the neuronal effects induced by spaceflight in mice,Spatially resolved multiomics on the neuronal effects induced by spaceflight in mice,8,2
Biological horizons: pioneering open science in the cosmos,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167097/,Biological horizons: pioneering open science in the cosmos,Biological horizons: pioneering open science in the cosmos,6,5
Inspiration4 data access through the NASA Open Science Data Repository,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/,Inspiration4 data access through the NASA Open Science Data Repository,Inspiration4 data access through the NASA Open Science Data Repository,8,5
NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11053165/,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,NASA GeneLab derived microarray studies of Mus musculus and Homo sapiens organisms in altered gravitational conditions.,13,-1
Celebrating 30 years of access to NASA space life sciences data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11403809/,Celebrating 30 years of access to NASA space life sciences data,Celebrating 30 years of access to NASA space life sciences data,8,5
Dichotomous effects on lymphatic transport with loss of caveolae in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8513672/,Dichotomous effects on lymphatic transport with loss of caveolae in mice.,Dichotomous effects on lymphatic transport with loss of caveolae in mice.,7,2
Fungal diversity differences in the indoor dust microbiome from built environments on Earth and in space.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11126634/,Fungal diversity differences in the indoor dust microbiome from built environments on Earth and in space.,Fungal diversity differences in the indoor dust microbiome from built environments on Earth and in space.,10,0
Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11386075/,Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station,Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station,11,0
Aging and estrogen status: A possible endothelium-dependent vascular coupling mechanism in bone remodeling.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3502426/,Aging and estrogen status: A possible endothelium-dependent vascular coupling mechanism in bone remodeling.,Aging and estrogen status: A possible endothelium-dependent vascular coupling mechanism in bone remodeling.,10,3
